horizon,split,origin_timestamp,target_timestamp,y_true,y_pred,model,baseline_rule,baseline_source_timestamp,source_lag_from_origin_h,is_evaluable,residual,abs_error,squared_error,model_display,method,alpha,nominal_coverage,q_hat,lower,upper,interval_width,covered,miss_lower,miss_upper,interval_score,method_display,label,short_name,color,y_pred_reference,lower_quantile,upper_quantile,q_level,y_pred_quantile_median,y_pred_mapie,lower_prelim,upper_prelim,raw_interval_width,y_pred_point,_horizon_num,point_pred,interval_lower,interval_upper
24,validation,2024-08-06 00:00:00,2024-08-07 00:00:00,57.0,68.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 00:00:00,0.0,True,-11.0,11.0,121.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,41.0,95.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,68.0,,,,,,,,,,24,68.0,41.0,95.0
24,validation,2024-08-06 01:00:00,2024-08-07 01:00:00,55.0,69.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 01:00:00,0.0,True,-14.0,14.0,196.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,42.0,96.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,69.0,,,,,,,,,,24,69.0,42.0,96.0
24,validation,2024-08-06 02:00:00,2024-08-07 02:00:00,52.0,75.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 02:00:00,0.0,True,-23.0,23.0,529.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,48.0,102.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,75.0,,,,,,,,,,24,75.0,48.0,102.0
24,validation,2024-08-06 03:00:00,2024-08-07 03:00:00,46.0,66.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 03:00:00,0.0,True,-20.0,20.0,400.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,39.0,93.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,66.0,,,,,,,,,,24,66.0,39.0,93.0
24,validation,2024-08-06 04:00:00,2024-08-07 04:00:00,44.0,53.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 04:00:00,0.0,True,-9.0,9.0,81.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,26.0,80.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,53.0,,,,,,,,,,24,53.0,26.0,80.0
24,validation,2024-08-06 05:00:00,2024-08-07 05:00:00,43.0,54.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 05:00:00,0.0,True,-11.0,11.0,121.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,27.0,81.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,54.0,,,,,,,,,,24,54.0,27.0,81.0
24,validation,2024-08-06 06:00:00,2024-08-07 06:00:00,24.0,56.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 06:00:00,0.0,True,-32.0,32.0,1024.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,29.0,83.0,54.0,False,True,False,104.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,56.0,,,,,,,,,,24,56.0,29.0,83.0
24,validation,2024-08-06 07:00:00,2024-08-07 07:00:00,7.0,28.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 07:00:00,0.0,True,-21.0,21.0,441.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,1.0,55.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,28.0,,,,,,,,,,24,28.0,1.0,55.0
24,validation,2024-08-06 08:00:00,2024-08-07 08:00:00,29.0,55.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 08:00:00,0.0,True,-26.0,26.0,676.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,28.0,82.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,55.0,,,,,,,,,,24,55.0,28.0,82.0
24,validation,2024-08-06 09:00:00,2024-08-07 09:00:00,37.0,45.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 09:00:00,0.0,True,-8.0,8.0,64.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,18.0,72.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,45.0,,,,,,,,,,24,45.0,18.0,72.0
24,validation,2024-08-06 10:00:00,2024-08-07 10:00:00,66.0,35.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 10:00:00,0.0,True,31.0,31.0,961.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,8.0,62.0,54.0,False,False,True,94.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,35.0,,,,,,,,,,24,35.0,8.0,62.0
24,validation,2024-08-06 11:00:00,2024-08-07 11:00:00,76.0,57.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 11:00:00,0.0,True,19.0,19.0,361.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,30.0,84.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,57.0,,,,,,,,,,24,57.0,30.0,84.0
24,validation,2024-08-06 12:00:00,2024-08-07 12:00:00,79.0,71.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 12:00:00,0.0,True,8.0,8.0,64.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,44.0,98.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,71.0,,,,,,,,,,24,71.0,44.0,98.0
24,validation,2024-08-06 13:00:00,2024-08-07 13:00:00,78.0,74.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 13:00:00,0.0,True,4.0,4.0,16.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,47.0,101.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,74.0,,,,,,,,,,24,74.0,47.0,101.0
24,validation,2024-08-06 14:00:00,2024-08-07 14:00:00,79.0,79.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 14:00:00,0.0,True,0.0,0.0,0.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,52.0,106.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,79.0,,,,,,,,,,24,79.0,52.0,106.0
24,validation,2024-08-06 15:00:00,2024-08-07 15:00:00,75.0,83.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 15:00:00,0.0,True,-8.0,8.0,64.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,56.0,110.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,83.0,,,,,,,,,,24,83.0,56.0,110.0
24,validation,2024-08-06 16:00:00,2024-08-07 16:00:00,80.0,83.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 16:00:00,0.0,True,-3.0,3.0,9.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,56.0,110.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,83.0,,,,,,,,,,24,83.0,56.0,110.0
24,validation,2024-08-06 17:00:00,2024-08-07 17:00:00,78.0,89.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 17:00:00,0.0,True,-11.0,11.0,121.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,62.0,116.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,89.0,,,,,,,,,,24,89.0,62.0,116.0
24,validation,2024-08-06 18:00:00,2024-08-07 18:00:00,60.0,87.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 18:00:00,0.0,True,-27.0,27.0,729.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,60.0,114.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,87.0,,,,,,,,,,24,87.0,60.0,114.0
24,validation,2024-08-06 19:00:00,2024-08-07 19:00:00,62.0,76.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 19:00:00,0.0,True,-14.0,14.0,196.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,49.0,103.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,76.0,,,,,,,,,,24,76.0,49.0,103.0
24,validation,2024-08-06 20:00:00,2024-08-07 20:00:00,61.0,71.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 20:00:00,0.0,True,-10.0,10.0,100.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,44.0,98.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,71.0,,,,,,,,,,24,71.0,44.0,98.0
24,validation,2024-08-06 21:00:00,2024-08-07 21:00:00,54.0,80.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 21:00:00,0.0,True,-26.0,26.0,676.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,53.0,107.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,80.0,,,,,,,,,,24,80.0,53.0,107.0
24,validation,2024-08-06 22:00:00,2024-08-07 22:00:00,40.0,77.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 22:00:00,0.0,True,-37.0,37.0,1369.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,50.0,104.0,54.0,False,True,False,154.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,77.0,,,,,,,,,,24,77.0,50.0,104.0
24,validation,2024-08-06 23:00:00,2024-08-07 23:00:00,37.0,75.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-06 23:00:00,0.0,True,-38.0,38.0,1444.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,48.0,102.0,54.0,False,True,False,164.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,75.0,,,,,,,,,,24,75.0,48.0,102.0
24,validation,2024-08-07 00:00:00,2024-08-08 00:00:00,60.0,57.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 00:00:00,0.0,True,3.0,3.0,9.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,30.0,84.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,57.0,,,,,,,,,,24,57.0,30.0,84.0
24,validation,2024-08-07 01:00:00,2024-08-08 01:00:00,64.0,55.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 01:00:00,0.0,True,9.0,9.0,81.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,28.0,82.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,55.0,,,,,,,,,,24,55.0,28.0,82.0
24,validation,2024-08-07 02:00:00,2024-08-08 02:00:00,64.0,52.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 02:00:00,0.0,True,12.0,12.0,144.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,25.0,79.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,52.0,,,,,,,,,,24,52.0,25.0,79.0
24,validation,2024-08-07 03:00:00,2024-08-08 03:00:00,48.0,46.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 03:00:00,0.0,True,2.0,2.0,4.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,19.0,73.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,46.0,,,,,,,,,,24,46.0,19.0,73.0
24,validation,2024-08-07 04:00:00,2024-08-08 04:00:00,62.0,44.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 04:00:00,0.0,True,18.0,18.0,324.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,17.0,71.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,44.0,,,,,,,,,,24,44.0,17.0,71.0
24,validation,2024-08-07 05:00:00,2024-08-08 05:00:00,60.0,43.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 05:00:00,0.0,True,17.0,17.0,289.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,16.0,70.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,43.0,,,,,,,,,,24,43.0,16.0,70.0
24,validation,2024-08-07 06:00:00,2024-08-08 06:00:00,48.0,24.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 06:00:00,0.0,True,24.0,24.0,576.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,-3.0,51.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,24.0,,,,,,,,,,24,24.0,-3.0,51.0
24,validation,2024-08-07 07:00:00,2024-08-08 07:00:00,38.0,7.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 07:00:00,0.0,True,31.0,31.0,961.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,-20.0,34.0,54.0,False,False,True,94.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,7.0,,,,,,,,,,24,7.0,-20.0,34.0
24,validation,2024-08-07 08:00:00,2024-08-08 08:00:00,44.0,29.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 08:00:00,0.0,True,15.0,15.0,225.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,2.0,56.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,29.0,,,,,,,,,,24,29.0,2.0,56.0
24,validation,2024-08-07 09:00:00,2024-08-08 09:00:00,60.0,37.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 09:00:00,0.0,True,23.0,23.0,529.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,10.0,64.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,37.0,,,,,,,,,,24,37.0,10.0,64.0
24,validation,2024-08-07 10:00:00,2024-08-08 10:00:00,65.0,66.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 10:00:00,0.0,True,-1.0,1.0,1.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,39.0,93.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,66.0,,,,,,,,,,24,66.0,39.0,93.0
24,validation,2024-08-07 11:00:00,2024-08-08 11:00:00,48.0,76.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 11:00:00,0.0,True,-28.0,28.0,784.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,49.0,103.0,54.0,False,True,False,64.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,76.0,,,,,,,,,,24,76.0,49.0,103.0
24,validation,2024-08-07 12:00:00,2024-08-08 12:00:00,59.0,79.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 12:00:00,0.0,True,-20.0,20.0,400.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,52.0,106.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,79.0,,,,,,,,,,24,79.0,52.0,106.0
24,validation,2024-08-07 13:00:00,2024-08-08 13:00:00,72.0,78.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 13:00:00,0.0,True,-6.0,6.0,36.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,51.0,105.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,78.0,,,,,,,,,,24,78.0,51.0,105.0
24,validation,2024-08-07 14:00:00,2024-08-08 14:00:00,71.0,79.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 14:00:00,0.0,True,-8.0,8.0,64.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,52.0,106.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,79.0,,,,,,,,,,24,79.0,52.0,106.0
24,validation,2024-08-07 15:00:00,2024-08-08 15:00:00,89.0,75.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 15:00:00,0.0,True,14.0,14.0,196.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,48.0,102.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,75.0,,,,,,,,,,24,75.0,48.0,102.0
24,validation,2024-08-07 16:00:00,2024-08-08 16:00:00,73.0,80.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 16:00:00,0.0,True,-7.0,7.0,49.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,53.0,107.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,80.0,,,,,,,,,,24,80.0,53.0,107.0
24,validation,2024-08-07 17:00:00,2024-08-08 17:00:00,69.0,78.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 17:00:00,0.0,True,-9.0,9.0,81.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,51.0,105.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,78.0,,,,,,,,,,24,78.0,51.0,105.0
24,validation,2024-08-07 18:00:00,2024-08-08 18:00:00,70.0,60.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 18:00:00,0.0,True,10.0,10.0,100.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,33.0,87.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,60.0,,,,,,,,,,24,60.0,33.0,87.0
24,validation,2024-08-07 19:00:00,2024-08-08 19:00:00,62.0,62.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 19:00:00,0.0,True,0.0,0.0,0.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,35.0,89.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,62.0,,,,,,,,,,24,62.0,35.0,89.0
24,validation,2024-08-07 20:00:00,2024-08-08 20:00:00,66.0,61.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 20:00:00,0.0,True,5.0,5.0,25.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,34.0,88.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,61.0,,,,,,,,,,24,61.0,34.0,88.0
24,validation,2024-08-07 21:00:00,2024-08-08 21:00:00,66.0,54.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 21:00:00,0.0,True,12.0,12.0,144.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,27.0,81.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,54.0,,,,,,,,,,24,54.0,27.0,81.0
24,validation,2024-08-07 22:00:00,2024-08-08 22:00:00,67.0,40.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 22:00:00,0.0,True,27.0,27.0,729.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,13.0,67.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,40.0,,,,,,,,,,24,40.0,13.0,67.0
24,validation,2024-08-07 23:00:00,2024-08-08 23:00:00,55.0,37.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-07 23:00:00,0.0,True,18.0,18.0,324.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,10.0,64.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,37.0,,,,,,,,,,24,37.0,10.0,64.0
24,validation,2024-08-08 00:00:00,2024-08-09 00:00:00,44.0,60.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-08 00:00:00,0.0,True,-16.0,16.0,256.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,33.0,87.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,60.0,,,,,,,,,,24,60.0,33.0,87.0
24,validation,2024-08-08 01:00:00,2024-08-09 01:00:00,40.0,64.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-08 01:00:00,0.0,True,-24.0,24.0,576.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,37.0,91.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,64.0,,,,,,,,,,24,64.0,37.0,91.0
24,validation,2024-08-08 02:00:00,2024-08-09 02:00:00,39.0,64.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-08 02:00:00,0.0,True,-25.0,25.0,625.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,37.0,91.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,64.0,,,,,,,,,,24,64.0,37.0,91.0
24,validation,2024-08-08 03:00:00,2024-08-09 03:00:00,18.0,48.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-08 03:00:00,0.0,True,-30.0,30.0,900.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,21.0,75.0,54.0,False,True,False,84.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,48.0,,,,,,,,,,24,48.0,21.0,75.0
24,validation,2024-08-08 04:00:00,2024-08-09 04:00:00,22.0,62.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-08 04:00:00,0.0,True,-40.0,40.0,1600.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,35.0,89.0,54.0,False,True,False,184.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,62.0,,,,,,,,,,24,62.0,35.0,89.0
24,validation,2024-08-08 05:00:00,2024-08-09 05:00:00,5.0,60.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-08 05:00:00,0.0,True,-55.0,55.0,3025.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,33.0,87.0,54.0,False,True,False,334.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,60.0,,,,,,,,,,24,60.0,33.0,87.0
24,validation,2024-08-08 06:00:00,2024-08-09 06:00:00,3.0,48.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-08 06:00:00,0.0,True,-45.0,45.0,2025.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,21.0,75.0,54.0,False,True,False,234.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,48.0,,,,,,,,,,24,48.0,21.0,75.0
24,validation,2024-08-08 07:00:00,2024-08-09 07:00:00,5.0,38.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-08 07:00:00,0.0,True,-33.0,33.0,1089.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,11.0,65.0,54.0,False,True,False,114.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,38.0,,,,,,,,,,24,38.0,11.0,65.0
24,validation,2024-08-08 08:00:00,2024-08-09 08:00:00,13.0,44.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-08 08:00:00,0.0,True,-31.0,31.0,961.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,17.0,71.0,54.0,False,True,False,94.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,44.0,,,,,,,,,,24,44.0,17.0,71.0
24,validation,2024-08-08 09:00:00,2024-08-09 09:00:00,28.0,60.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-08 09:00:00,0.0,True,-32.0,32.0,1024.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,33.0,87.0,54.0,False,True,False,104.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,60.0,,,,,,,,,,24,60.0,33.0,87.0
24,validation,2024-08-08 10:00:00,2024-08-09 10:00:00,58.0,65.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-08 10:00:00,0.0,True,-7.0,7.0,49.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,38.0,92.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,65.0,,,,,,,,,,24,65.0,38.0,92.0
24,validation,2024-08-08 11:00:00,2024-08-09 11:00:00,73.0,48.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-08 11:00:00,0.0,True,25.0,25.0,625.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,21.0,75.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,48.0,,,,,,,,,,24,48.0,21.0,75.0
24,validation,2024-08-08 12:00:00,2024-08-09 12:00:00,73.0,59.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-08 12:00:00,0.0,True,14.0,14.0,196.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,32.0,86.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,59.0,,,,,,,,,,24,59.0,32.0,86.0
24,validation,2024-08-08 13:00:00,2024-08-09 13:00:00,92.0,72.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-08 13:00:00,0.0,True,20.0,20.0,400.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,45.0,99.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,72.0,,,,,,,,,,24,72.0,45.0,99.0
24,validation,2024-08-08 14:00:00,2024-08-09 14:00:00,108.0,71.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-08 14:00:00,0.0,True,37.0,37.0,1369.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,44.0,98.0,54.0,False,False,True,154.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,71.0,,,,,,,,,,24,71.0,44.0,98.0
24,validation,2024-08-08 15:00:00,2024-08-09 15:00:00,93.0,89.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-08 15:00:00,0.0,True,4.0,4.0,16.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,62.0,116.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,89.0,,,,,,,,,,24,89.0,62.0,116.0
24,validation,2024-08-08 16:00:00,2024-08-09 16:00:00,84.0,73.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-08 16:00:00,0.0,True,11.0,11.0,121.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,46.0,100.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,73.0,,,,,,,,,,24,73.0,46.0,100.0
24,validation,2024-08-08 17:00:00,2024-08-09 17:00:00,88.0,69.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-08 17:00:00,0.0,True,19.0,19.0,361.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,42.0,96.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,69.0,,,,,,,,,,24,69.0,42.0,96.0
24,validation,2024-08-08 18:00:00,2024-08-09 18:00:00,84.0,70.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-08 18:00:00,0.0,True,14.0,14.0,196.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,43.0,97.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,70.0,,,,,,,,,,24,70.0,43.0,97.0
24,validation,2024-08-08 19:00:00,2024-08-09 19:00:00,77.0,62.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-08 19:00:00,0.0,True,15.0,15.0,225.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,35.0,89.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,62.0,,,,,,,,,,24,62.0,35.0,89.0
